DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE
TAU1,2024-03-18 00:00:00+01:00,2.3726761312
TAU1,2024-03-19 00:00:00+01:00,2.4660181231
TAU1,2024-03-20 00:00:00+01:00,2.3873012694
TAU1,2024-03-21 00:00:00+01:00,2.4202619974
TAU1,2024-03-22 00:00:00+01:00,2.6721139405
TAU1,2024-03-25 00:00:00+01:00,2.6119852834
TAU1,2024-03-26 00:00:00+01:00,2.7880641655
TAU1,2024-03-27 00:00:00+01:00,2.6403310177
TAU1,2024-03-28 00:00:00+01:00,2.5207623219
TAU1,2024-04-02 00:00:00+02:00,2.4522394364
TAU1,2024-04-03 00:00:00+02:00,2.4780464192
TAU1,2024-04-04 00:00:00+02:00,2.4736871738
TAU1,2024-04-05 00:00:00+02:00,2.6094930339
TAU1,2024-04-08 00:00:00+02:00,2.4787456974
TAU1,2024-04-09 00:00:00+02:00,2.5351922735
TAU1,2024-04-10 00:00:00+02:00,3.0774284121
TAU1,2024-04-11 00:00:00+02:00,3.1301526281
TAU1,2024-04-12 00:00:00+02:00,3.0188131378
TAU1,2024-04-15 00:00:00+02:00,2.9312006264
TAU1,2024-04-16 00:00:00+02:00,2.8558486817
TAU1,2024-04-17 00:00:00+02:00,2.9336198975
TAU1,2024-04-18 00:00:00+02:00,2.8486005353
TAU1,2024-04-19 00:00:00+02:00,2.929400842
TAU1,2024-04-22 00:00:00+02:00,2.8718570723
TAU1,2024-04-23 00:00:00+02:00,2.830206861
TAU1,2024-04-24 00:00:00+02:00,2.9656676055
TAU1,2024-04-25 00:00:00+02:00,3.056477601
TAU1,2024-04-26 00:00:00+02:00,3.0618523594
TAU1,2024-04-29 00:00:00+02:00,3.0374963845
TAU1,2024-04-30 00:00:00+02:00,3.175019683
TAU1,2024-05-02 00:00:00+02:00,3.0882796358
TAU1,2024-05-03 00:00:00+02:00,3.1492542936
TAU1,2024-05-06 00:00:00+02:00,3.3166071481
TAU1,2024-05-07 00:00:00+02:00,3.424757828
TAU1,2024-05-08 00:00:00+02:00,3.4166381249
TAU1,2024-05-09 00:00:00+02:00,3.4460635707
TAU1,2024-05-10 00:00:00+02:00,3.385838748
TAU1,2024-05-13 00:00:00+02:00,3.3294304913
TAU1,2024-05-14 00:00:00+02:00,3.3034754332
TAU1,2024-05-15 00:00:00+02:00,3.3105039463
TAU1,2024-05-16 00:00:00+02:00,3.3166091362
TAU1,2024-05-17 00:00:00+02:00,3.2509269219
TAU1,2024-05-20 00:00:00+02:00,3.2587358134
TAU1,2024-05-21 00:00:00+02:00,3.2737595734
TAU1,2024-05-22 00:00:00+02:00,3.263807859
TAU1,2024-05-23 00:00:00+02:00,3.6732315587
TAU1,2024-05-24 00:00:00+02:00,3.6963045609
TAU1,2024-05-27 00:00:00+02:00,3.6047938174
TAU1,2024-05-28 00:00:00+02:00,3.6358817135
TAU1,2024-05-29 00:00:00+02:00,3.6214221145
TAU1,2024-05-30 00:00:00+02:00,3.4883648466
TAU1,2024-05-31 00:00:00+02:00,3.4350820104
TAU1,2024-06-03 00:00:00+02:00,3.4525375206
TAU1,2024-06-04 00:00:00+02:00,3.4039906413
TAU1,2024-06-05 00:00:00+02:00,3.4254091378
TAU1,2024-06-06 00:00:00+02:00,3.6735050956
TAU1,2024-06-07 00:00:00+02:00,3.784900204
TAU1,2024-06-10 00:00:00+02:00,3.6314313074
TAU1,2024-06-11 00:00:00+02:00,3.7208309373
TAU1,2024-06-12 00:00:00+02:00,3.8654472907
TAU1,2024-06-13 00:00:00+02:00,3.8543115959
TAU1,2024-06-14 00:00:00+02:00,3.812656751
TAU1,2024-06-17 00:00:00+02:00,3.7427261174
TAU1,2024-06-18 00:00:00+02:00,3.7204346271
TAU1,2024-06-19 00:00:00+02:00,3.7961677113
TAU1,2024-06-20 00:00:00+02:00,3.9717722792
TAU1,2024-06-21 00:00:00+02:00,4.0565437324
TAU1,2024-06-24 00:00:00+02:00,4.2006961275
TAU1,2024-06-25 00:00:00+02:00,4.254917422
TAU1,2024-06-26 00:00:00+02:00,4.1904103739
TAU1,2024-06-27 00:00:00+02:00,4.3317554479
TAU1,2024-06-28 00:00:00+02:00,4.3838837098
TAU1,2024-07-01 00:00:00+02:00,4.3957027136
TAU1,2024-07-02 00:00:00+02:00,4.5187811007
TAU1,2024-07-03 00:00:00+02:00,4.4980948569
TAU1,2024-07-04 00:00:00+02:00,4.5065167649
TAU1,2024-07-05 00:00:00+02:00,4.6283264301
TAU1,2024-07-08 00:00:00+02:00,4.4929625515
TAU1,2024-07-09 00:00:00+02:00,4.4481052242
TAU1,2024-07-10 00:00:00+02:00,4.5351768834
TAU1,2024-07-11 00:00:00+02:00,4.4479960054
TAU1,2024-07-12 00:00:00+02:00,4.5447130385
TAU1,2024-07-15 00:00:00+02:00,4.3675698999
TAU1,2024-07-16 00:00:00+02:00,4.3152435168
TAU1,2024-07-17 00:00:00+02:00,4.2161364652
TAU1,2024-07-18 00:00:00+02:00,4.2217499892
TAU1,2024-07-19 00:00:00+02:00,4.2920519654
TAU1,2024-07-22 00:00:00+02:00,4.1453280465
TAU1,2024-07-23 00:00:00+02:00,4.1498147021
TAU1,2024-07-24 00:00:00+02:00,4.1183076887
TAU1,2024-07-25 00:00:00+02:00,4.1672651071
TAU1,2024-07-26 00:00:00+02:00,4.1469348289
TAU1,2024-07-29 00:00:00+02:00,4.1478983217
TAU1,2024-07-30 00:00:00+02:00,4.0982409782
TAU1,2024-07-31 00:00:00+02:00,4.0766465044
TAU1,2024-08-01 00:00:00+02:00,4.0804649054
TAU1,2024-08-02 00:00:00+02:00,4.045638733
TAU1,2024-08-05 00:00:00+02:00,2.176627396
TAU1,2024-08-06 00:00:00+02:00,1.8124725055
TAU1,2024-08-07 00:00:00+02:00,1.9326318804
TAU1,2024-08-08 00:00:00+02:00,2.2386263727
TAU1,2024-08-09 00:00:00+02:00,2.104595574
TAU1,2024-08-12 00:00:00+02:00,2.0751602501
TAU1,2024-08-13 00:00:00+02:00,2.0643591006
TAU1,2024-08-14 00:00:00+02:00,1.9962585377
TAU1,2024-08-15 00:00:00+02:00,2.1039610489
TAU1,2024-08-16 00:00:00+02:00,1.8166927589
TAU1,2024-08-19 00:00:00+02:00,1.789737976
TAU1,2024-08-20 00:00:00+02:00,1.6675134638
TAU1,2024-08-21 00:00:00+02:00,1.367377151
TAU1,2024-08-22 00:00:00+02:00,1.0096043779
TAU1,2024-08-23 00:00:00+02:00,1.8214828893
TAU1,2024-08-26 00:00:00+02:00,1.7252383884
TAU1,2024-08-27 00:00:00+02:00,1.8401381061
TAU1,2024-08-28 00:00:00+02:00,1.5545238592
TAU1,2024-08-29 00:00:00+02:00,1.3177731149
TAU1,2024-08-30 00:00:00+02:00,1.6555850627
TAU1,2024-09-02 00:00:00+02:00,1.6511858925
TAU1,2024-09-03 00:00:00+02:00,1.6734974665
TAU1,2024-09-04 00:00:00+02:00,1.7103282468
TAU1,2024-09-05 00:00:00+02:00,1.2335762811
TAU1,2024-09-06 00:00:00+02:00,1.7398896159
TAU1,2024-09-09 00:00:00+02:00,1.4200916533
TAU1,2024-09-10 00:00:00+02:00,1.3101364731
TAU1,2024-09-11 00:00:00+02:00,1.1499248118
TAU1,2024-09-12 00:00:00+02:00,1.2466449747
TAU1,2024-09-13 00:00:00+02:00,0.8719246435
TAU1,2024-09-16 00:00:00+02:00,0.9944016515
TAU1,2024-09-17 00:00:00+02:00,0.8034654064
TAU1,2024-09-18 00:00:00+02:00,0.8495633892
TAU1,2024-09-19 00:00:00+02:00,0.8726626472
TAU1,2024-09-20 00:00:00+02:00,1.1211786563
TAU1,2024-09-23 00:00:00+02:00,1.0941778305
TAU1,2024-09-24 00:00:00+02:00,1.1910992531
TAU1,2024-09-25 00:00:00+02:00,0.9753865832
TAU1,2024-09-26 00:00:00+02:00,0.9661642847
TAU1,2024-09-27 00:00:00+02:00,0.8337677466
TAU1,2024-09-30 00:00:00+02:00,0.9993545776
TAU1,2024-10-01 00:00:00+02:00,0.5000294523
TAU1,2024-10-02 00:00:00+02:00,0.9805032425
TAU1,2024-10-03 00:00:00+02:00,0.6314133001
TAU1,2024-10-04 00:00:00+02:00,0.8596537363
TAU1,2024-10-07 00:00:00+02:00,0.9360815384
TAU1,2024-10-08 00:00:00+02:00,0.9609098129
TAU1,2024-10-09 00:00:00+02:00,1.1024899225
TAU1,2024-10-10 00:00:00+02:00,0.9845208485
TAU1,2024-10-11 00:00:00+02:00,1.0555536562
TAU1,2024-10-14 00:00:00+02:00,1.1787530273
TAU1,2024-10-15 00:00:00+02:00,0.8112601647
TAU1,2024-10-16 00:00:00+02:00,1.0264164821
TAU1,2024-10-17 00:00:00+02:00,1.0305264285
TAU1,2024-10-18 00:00:00+02:00,0.9069300592
TAU1,2024-10-21 00:00:00+02:00,0.8714811766
TAU1,2024-10-22 00:00:00+02:00,0.9279872873
TAU1,2024-10-23 00:00:00+02:00,0.8175727612
TAU1,2024-10-24 00:00:00+02:00,0.8545606291
TAU1,2024-10-25 00:00:00+02:00,0.8203223461
TAU1,2024-10-28 00:00:00+01:00,0.8083590118
TAU1,2024-10-29 00:00:00+01:00,0.7716445737
TAU1,2024-10-30 00:00:00+01:00,0.8021419403
TAU1,2024-10-31 00:00:00+01:00,0.8839703782
TAU1,2024-11-01 00:00:00+01:00,0.8930165184
TAU1,2024-11-04 00:00:00+01:00,1.0423191992
TAU1,2024-11-05 00:00:00+01:00,1.0175093618
TAU1,2024-11-06 00:00:00+01:00,1.0437897912
TAU1,2024-11-07 00:00:00+01:00,1.0205058505
TAU2,2024-01-02 00:00:00+01:00,11.8536390137
TAU2,2024-01-03 00:00:00+01:00,12.1020408613
TAU2,2024-01-04 00:00:00+01:00,12.2668943854
TAU2,2024-01-05 00:00:00+01:00,12.3758849226
TAU2,2024-01-08 00:00:00+01:00,12.3151417931
TAU2,2024-01-09 00:00:00+01:00,12.3337261807
TAU2,2024-01-10 00:00:00+01:00,12.4963707591
TAU2,2024-01-11 00:00:00+01:00,12.4736637068
TAU2,2024-01-12 00:00:00+01:00,12.5480476587
TAU2,2024-01-15 00:00:00+01:00,12.3797914639
TAU2,2024-01-16 00:00:00+01:00,12.3946775098
TAU2,2024-01-17 00:00:00+01:00,12.3504011339
TAU2,2024-01-18 00:00:00+01:00,12.370560902
TAU2,2024-01-19 00:00:00+01:00,12.2302697304
TAU2,2024-01-22 00:00:00+01:00,12.1044059707
TAU2,2024-01-23 00:00:00+01:00,12.1089886207
TAU2,2024-01-24 00:00:00+01:00,12.0500151284
TAU2,2024-01-25 00:00:00+01:00,12.0323755345
TAU2,2024-01-26 00:00:00+01:00,11.9331077604
TAU2,2024-01-29 00:00:00+01:00,11.8555830458
TAU2,2024-01-30 00:00:00+01:00,12.054948416
TAU2,2024-01-31 00:00:00+01:00,11.9971884572
TAU2,2024-02-01 00:00:00+01:00,12.0145426717
TAU2,2024-02-02 00:00:00+01:00,12.2067774959
TAU2,2024-02-05 00:00:00+01:00,12.1343776803
TAU2,2024-02-06 00:00:00+01:00,12.2080915735
TAU2,2024-02-07 00:00:00+01:00,12.2321504136
TAU2,2024-02-08 00:00:00+01:00,12.1384098173
TAU2,2024-02-09 00:00:00+01:00,12.1960480354
TAU2,2024-02-12 00:00:00+01:00,12.2450202954
TAU2,2024-02-13 00:00:00+01:00,12.2506614324
TAU2,2024-02-14 00:00:00+01:00,12.1855127812
TAU2,2024-02-15 00:00:00+01:00,12.280369251
TAU2,2024-02-16 00:00:00+01:00,12.2193067324
TAU2,2024-02-19 00:00:00+01:00,12.2505196226
TAU2,2024-02-20 00:00:00+01:00,12.086513802
TAU2,2024-02-21 00:00:00+01:00,12.3509358869
TAU2,2024-02-22 00:00:00+01:00,12.4394708456
TAU2,2024-02-23 00:00:00+01:00,12.458502767
TAU2,2024-02-26 00:00:00+01:00,12.3103463824
TAU2,2024-02-27 00:00:00+01:00,12.2945708053
TAU2,2024-02-28 00:00:00+01:00,12.2662625846
TAU2,2024-02-29 00:00:00+01:00,12.1788355509
TAU2,2024-03-01 00:00:00+01:00,12.1335666641
TAU2,2024-03-04 00:00:00+01:00,12.3225038169
TAU2,2024-03-05 00:00:00+01:00,12.315922502
TAU2,2024-03-06 00:00:00+01:00,12.3338481386
TAU2,2024-03-07 00:00:00+01:00,12.3726122986
TAU2,2024-03-08 00:00:00+01:00,12.3505370118
TAU2,2024-03-11 00:00:00+01:00,12.3838278883
TAU2,2024-03-12 00:00:00+01:00,12.2811471229
TAU2,2024-03-13 00:00:00+01:00,12.3626339385
TAU2,2024-03-14 00:00:00+01:00,12.2088008964
TAU2,2024-03-15 00:00:00+01:00,12.2512238713
TAU2,2024-03-18 00:00:00+01:00,12.2578131471
TAU2,2024-03-19 00:00:00+01:00,12.3322184104
TAU2,2024-03-20 00:00:00+01:00,12.3334698962
TAU2,2024-03-21 00:00:00+01:00,12.3123269766
TAU2,2024-03-22 00:00:00+01:00,12.1434486176
TAU2,2024-03-25 00:00:00+01:00,12.0843373732
TAU2,2024-03-26 00:00:00+01:00,11.9858851689
TAU2,2024-03-27 00:00:00+01:00,11.9949464505
TAU2,2024-03-28 00:00:00+01:00,11.928666044
TAU2,2024-04-02 00:00:00+02:00,11.9183707001
TAU2,2024-04-03 00:00:00+02:00,11.9175773773
TAU2,2024-04-04 00:00:00+02:00,11.9580569594
TAU2,2024-04-05 00:00:00+02:00,11.916736613
TAU2,2024-04-08 00:00:00+02:00,11.8564186022
TAU2,2024-04-09 00:00:00+02:00,11.8953763478
TAU2,2024-04-10 00:00:00+02:00,9.8292432285
TAU2,2024-04-11 00:00:00+02:00,9.8319865602
TAU2,2024-04-12 00:00:00+02:00,9.8301852053
TAU2,2024-04-15 00:00:00+02:00,10.1770977924
TAU2,2024-04-16 00:00:00+02:00,10.3470391202
TAU2,2024-04-17 00:00:00+02:00,10.2091812921
TAU2,2024-04-18 00:00:00+02:00,10.5985756496
TAU2,2024-04-19 00:00:00+02:00,10.7423995898
TAU2,2024-04-22 00:00:00+02:00,10.6790932521
TAU2,2024-04-23 00:00:00+02:00,10.7376013542
TAU2,2024-04-24 00:00:00+02:00,10.7657504441
TAU2,2024-04-25 00:00:00+02:00,10.8348174678
TAU2,2024-04-26 00:00:00+02:00,10.7991049929
TAU2,2024-04-29 00:00:00+02:00,10.7765782919
TAU2,2024-04-30 00:00:00+02:00,10.8346749321
TAU2,2024-05-02 00:00:00+02:00,10.762684352
TAU2,2024-05-03 00:00:00+02:00,10.7555131743
TAU2,2024-05-06 00:00:00+02:00,10.7291792577
TAU2,2024-05-07 00:00:00+02:00,10.5877469187
TAU2,2024-05-08 00:00:00+02:00,10.5351631709
TAU2,2024-05-09 00:00:00+02:00,10.6682477163
TAU2,2024-05-10 00:00:00+02:00,10.6984207616
TAU2,2024-05-13 00:00:00+02:00,10.8177564582
TAU2,2024-05-14 00:00:00+02:00,10.7636371321
TAU2,2024-05-15 00:00:00+02:00,10.8085408909
TAU2,2024-05-16 00:00:00+02:00,10.7646006019
TAU2,2024-05-17 00:00:00+02:00,10.9126867968
TAU2,2024-05-20 00:00:00+02:00,10.8579263705
TAU2,2024-05-21 00:00:00+02:00,10.8650270231
TAU2,2024-05-22 00:00:00+02:00,10.9265627426
TAU2,2024-05-23 00:00:00+02:00,10.9806214038
TAU2,2024-05-24 00:00:00+02:00,10.9370634337
TAU2,2024-05-27 00:00:00+02:00,10.9794126591
TAU2,2024-05-28 00:00:00+02:00,10.8049022076
TAU2,2024-05-29 00:00:00+02:00,10.8052099879
TAU2,2024-05-30 00:00:00+02:00,10.8940175024
TAU2,2024-05-31 00:00:00+02:00,11.0736373738
TAU2,2024-06-03 00:00:00+02:00,10.9280257377
TAU2,2024-06-04 00:00:00+02:00,10.9664344272
TAU2,2024-06-05 00:00:00+02:00,10.9550577943
TAU2,2024-06-06 00:00:00+02:00,10.8345834559
TAU2,2024-06-07 00:00:00+02:00,10.6912037751
TAU2,2024-06-10 00:00:00+02:00,10.7811975438
TAU2,2024-06-11 00:00:00+02:00,10.6526729148
TAU2,2024-06-12 00:00:00+02:00,10.585904334
TAU2,2024-06-13 00:00:00+02:00,10.6158684375
TAU2,2024-06-14 00:00:00+02:00,10.5136644712
TAU2,2024-06-17 00:00:00+02:00,10.4680693361
TAU2,2024-06-18 00:00:00+02:00,10.4624928726
TAU2,2024-06-19 00:00:00+02:00,10.4891366389
TAU2,2024-06-20 00:00:00+02:00,10.5118709874
TAU2,2024-06-21 00:00:00+02:00,10.5166581997
TAU2,2024-06-24 00:00:00+02:00,10.3944320328
TAU2,2024-06-25 00:00:00+02:00,10.6556455952
TAU2,2024-06-26 00:00:00+02:00,10.5758599014
TAU2,2024-06-27 00:00:00+02:00,10.5172989079
TAU2,2024-06-28 00:00:00+02:00,10.2309326824
TAU2,2024-07-01 00:00:00+02:00,10.1679864318
TAU2,2024-07-02 00:00:00+02:00,10.315632559
TAU2,2024-07-03 00:00:00+02:00,10.2839879973
TAU2,2024-07-04 00:00:00+02:00,10.3098260366
TAU2,2024-07-05 00:00:00+02:00,10.2069057391
TAU2,2024-07-08 00:00:00+02:00,10.0961869238
TAU2,2024-07-09 00:00:00+02:00,10.1032808419
TAU2,2024-07-10 00:00:00+02:00,10.0651632514
TAU2,2024-07-11 00:00:00+02:00,10.1008450074
TAU2,2024-07-12 00:00:00+02:00,10.0040721142
TAU2,2024-07-15 00:00:00+02:00,9.984317217
TAU2,2024-07-16 00:00:00+02:00,10.0239449822
TAU2,2024-07-17 00:00:00+02:00,10.0058968156
TAU2,2024-07-18 00:00:00+02:00,10.0346795631
TAU2,2024-07-19 00:00:00+02:00,10.0621513219
TAU2,2024-07-22 00:00:00+02:00,10.0175949911
TAU2,2024-07-23 00:00:00+02:00,9.9679949171
TAU2,2024-07-24 00:00:00+02:00,9.914917186
TAU2,2024-07-25 00:00:00+02:00,9.98039119
TAU2,2024-07-26 00:00:00+02:00,10.1027607281
TAU2,2024-07-29 00:00:00+02:00,10.2345480708
TAU2,2024-07-30 00:00:00+02:00,10.1714080962
TAU2,2024-07-31 00:00:00+02:00,10.0304556532
TAU2,2024-08-01 00:00:00+02:00,9.9328952349
TAU2,2024-08-02 00:00:00+02:00,10.0283154317
TAU2,2024-08-05 00:00:00+02:00,11.5181712562
TAU2,2024-08-06 00:00:00+02:00,11.936754293
TAU2,2024-08-07 00:00:00+02:00,11.9802541242
TAU2,2024-08-08 00:00:00+02:00,11.4570591589
TAU2,2024-08-09 00:00:00+02:00,11.6387877518
TAU2,2024-08-12 00:00:00+02:00,11.614988168
TAU2,2024-08-13 00:00:00+02:00,11.6331833615
TAU2,2024-08-14 00:00:00+02:00,11.6583736581
TAU2,2024-08-15 00:00:00+02:00,11.8101812152
TAU2,2024-08-16 00:00:00+02:00,12.3673532245
TAU2,2024-08-19 00:00:00+02:00,12.2347995553
TAU2,2024-08-20 00:00:00+02:00,12.3820254177
TAU2,2024-08-21 00:00:00+02:00,12.7486474112
TAU2,2024-08-22 00:00:00+02:00,12.7316772981
TAU2,2024-08-23 00:00:00+02:00,11.7791892734
TAU2,2024-08-26 00:00:00+02:00,11.8084961501
TAU2,2024-08-27 00:00:00+02:00,11.7069483765
TAU2,2024-08-28 00:00:00+02:00,12.0322106087
TAU2,2024-08-29 00:00:00+02:00,12.0958376176
TAU2,2024-08-30 00:00:00+02:00,11.7425455372
TAU2,2024-09-02 00:00:00+02:00,11.8345627075
TAU2,2024-09-03 00:00:00+02:00,11.937069877
TAU2,2024-09-04 00:00:00+02:00,12.2174007497
TAU2,2024-09-05 00:00:00+02:00,12.5353974431
TAU2,2024-09-06 00:00:00+02:00,11.6068863862
TAU2,2024-09-09 00:00:00+02:00,12.2671424508
TAU2,2024-09-10 00:00:00+02:00,12.5901955011
TAU2,2024-09-11 00:00:00+02:00,12.7759746665
TAU2,2024-09-12 00:00:00+02:00,12.6202805861
TAU2,2024-09-13 00:00:00+02:00,12.902795978
TAU2,2024-09-16 00:00:00+02:00,12.9282391306
TAU2,2024-09-17 00:00:00+02:00,12.8433044484
TAU2,2024-09-18 00:00:00+02:00,12.8581219819
TAU2,2024-09-19 00:00:00+02:00,13.1167302567
TAU2,2024-09-20 00:00:00+02:00,12.8565743842
TAU2,2024-09-23 00:00:00+02:00,13.1514526972
TAU2,2024-09-24 00:00:00+02:00,12.9518336659
TAU2,2024-09-25 00:00:00+02:00,13.0936527609
TAU2,2024-09-26 00:00:00+02:00,13.1188235432
TAU2,2024-09-27 00:00:00+02:00,12.8678277372
TAU2,2024-09-30 00:00:00+02:00,13.0295770897
TAU2,2024-10-01 00:00:00+02:00,13.2228429395
TAU2,2024-10-02 00:00:00+02:00,12.9696611003
TAU2,2024-10-03 00:00:00+02:00,12.4902805217
TAU2,2024-10-04 00:00:00+02:00,12.5128766899
TAU2,2024-10-07 00:00:00+02:00,12.5045729455
TAU2,2024-10-08 00:00:00+02:00,12.6016670409
TAU2,2024-10-09 00:00:00+02:00,12.5388481118
TAU2,2024-10-10 00:00:00+02:00,12.5921116877
TAU2,2024-10-11 00:00:00+02:00,12.4210599871
TAU2,2024-10-14 00:00:00+02:00,12.253693314
TAU2,2024-10-15 00:00:00+02:00,12.8590649013
TAU2,2024-10-16 00:00:00+02:00,12.8091390624
TAU2,2024-10-17 00:00:00+02:00,12.898200414
TAU2,2024-10-18 00:00:00+02:00,12.8791176536
TAU2,2024-10-21 00:00:00+02:00,12.8071253084
TAU2,2024-10-22 00:00:00+02:00,12.7759245441
TAU2,2024-10-23 00:00:00+02:00,12.5788914639
TAU2,2024-10-24 00:00:00+02:00,12.8193995239
TAU2,2024-10-25 00:00:00+02:00,12.521401901
TAU2,2024-10-28 00:00:00+01:00,12.5636531449
TAU2,2024-10-29 00:00:00+01:00,12.4116861562
TAU2,2024-10-30 00:00:00+01:00,12.1407127067
TAU2,2024-10-31 00:00:00+01:00,11.5831579256
TAU2,2024-11-01 00:00:00+01:00,11.9580711389
TAU2,2024-11-04 00:00:00+01:00,11.5772127983
TAU2,2024-11-05 00:00:00+01:00,11.5756849977
TAU2,2024-11-06 00:00:00+01:00,11.7875657824
TAU2,2024-11-07 00:00:00+01:00,11.7939510422
